"id","prefix","term","definition","reports","downloaded_at"
"2798","A","Assigned Amount (AA)","Under the Kyoto Protocol, the AA is the quantity of greenhouse gas (GHG) emissions that an Annex B country has agreed to as its cap on its emissions in the first five-year commitment period (2008-2012). The AA is the country's total GHG emissions in 1990 multiplied by five (for the five-year commitment period) and by the percentage it agreed to as listed in Annex B of the Kyoto Protocol (e.g., 92 % for the EU).","AR5-WG3","2026-02-27"
"2800","A","Assigned Amount Unit (AAU)","An AAU equals 1 tonne (metric ton) of CO2-equivalent emissions calculated using the Global Warming Potential (GWP).","AR5-WG3","2026-02-27"
"4642","A","Atlantic Meridional Mode (AMM)","The Atlantic Meridional Mode (AMM) refers to the interannual to decadal variability of the cross-equatorial sea surface temperature gradients and surface wind anomalies in the tropical Atlantic. It modulates the strength and latitudinal shifts of the Inter-tropical Convergence Zone (ITCZ), which impacts regional rainfall over Northeast Brazil and Atlantic hurricane activity. See Section AIV.2.5 in Annex IV of the AR6 WGI report.","AR6","2026-02-27"
"2206","A","Atlantic Meridional Overturning Circulation (AMOC)","The main current system in the South and North Atlantic Oceans. AMOC transports warm upper-ocean water northwards, and cold, deep water southwards, as part of the global ocean circulation system. Changes in the strength of AMOC can affect other components of the climate system.","SROCC; AR6","2026-02-27"
"4538","A","Atlantic Multi-decadal Oscillation (AMO)","A multi-decadal (65- to 75-year) fluctuation in the North Atlantic, in which sea surface temperatures showed warm phases during roughly 1860 to 1880 and 1930 to 1960 and cool phases during 1905 to 1925 and 1970 to 1990 with a range of the order of 0.4°C.","SREX; AR6","2026-02-27"
"2312","A","Atlantic Multi-decadal Oscillation/Variability (AMO/AMV)","A multi-decadal (65- to 75-year) fluctuation in the North Atlantic, in which sea surface temperatures showed warm phases during roughly 1860 to 1880 and 1930 to 1960 and cool phases during 1905 to 1925 and 1970 to 1990 with a range of approximately 0.4°C. See AMO Index in WGI AR5 Box 2.5.","AR5-WG2; AR5-WG1","2026-02-27"
"5487","A","Atlantic Multi-decadal Variability (AMV)","Large-scale fluctuations observed from one decade to the next in a variety of instrumental records and proxy reconstructions over the entire North Atlantic ocean and surrounding continents. Fingerprints of AMV can be found at the surface ocean, which is characterized by swings in basin-scale sea surface temperature anomalies reflecting the interaction with the atmosphere. The positive phase of the AMV is characterized by anomalous warming over the entire North Atlantic, with the strongest amplitude in the subpolar gyre and along sea-ice margin zones in the Labrador Sea and Greenland/Barents Sea and in the subtropical North Atlantic basin to a lower extent. In the AR6 WGI report, the term AMV is preferred to Atlantic Multi-decadal Oscillation (AMO) used in previous IPCC reports because there is no preferred time scale of decadal variability as the term oscillation would indirectly imply. See Section AIV.2.7 in Annex IV of the AR6 WGI report.","AR6","2026-02-27"
"5350","A","Atlantic Zonal Mode (AZM)","An equatorial coupled mode in the Atlantic similar to El Niño–Southern Oscillation (ENSO) in the Pacific, and therefore sometimes referred to as the Atlantic Niño. The AZM is associated with sea surface temperature anomalies near the equatorial Atlantic and rainfall disturbances over the African monsoon domain. Its variations are mostly observed in the interannual scale. It is called also Atlantic equatorial mode. See Section AIV.2.5 in Annex IV of the AR6 WGI report.","AR6","2026-02-27"
"45","A","Atmosphere","The gaseous envelope surrounding the Earth, divided into five layers — the troposphere which contains half of the Earth's atmosphere, the stratosphere, the mesosphere, the thermosphere, and the exosphere, which is the outer limit of the atmosphere. The dry atmosphere consists almost entirely of nitrogen (78.1% volume mixing ratio) and oxygen (20.9% volume mixing ratio), together with a number of trace gases, such as argon (0.93 % volume mixing ratio), helium and radiatively active greenhouse gases (GHGs) such as carbon dioxide (CO2) (0.04% volume mixing ratio) and ozone (O3). In addition, the atmosphere contains the GHG water vapour (H2O), whose amounts are highly variable but typically around 1% volume mixing ratio. The atmosphere also contains clouds and aerosols.","SRCCL; SROCC; SR15; AR5-WG3; AR5-WG1; SREX; AR6","2026-02-27"
"1534","A","Atmosphere-ocean general circulation model (AOGCM)","","SRCCL; AR5-WG2; AR5-WG1","2026-02-27"
"1536","A","Atmospheric boundary layer","The atmospheric layer adjacent to the Earth's surface that is affected by friction against that boundary surface, and possibly by transport of heat and other variables across that surface (AMS, 2000). The lowest 100 m of the boundary layer (about 10% of the boundary layer thickness), where mechanical generation of turbulence is dominant, is called the surface boundary layer or surface layer.","SRCCL; AR5-WG1; AR6","2026-02-27"
"2314","A","Atmospheric lifetime","","AR5-WG1","2026-02-27"
"3212","A","Atmospheric rivers (ARs)","Long, narrow (up to a few hundred km wide), shallow (up to a few km deep) and transient corridors of strong horizontal water vapour transport that are typically associated with a low-level jet stream ahead of the cold front of an extratropical cyclone (ETC) (Ralph et al., 2018).","AR6","2026-02-27"
